reference;province;suburb;city;postal_code;retial_name;route;latitude;longitude
pickup_point_3000;KwaZulu-Natal;Ladysmith;Ladysmith;3370;grocery_store;regional;-28.50000;29.70000
pickup_point_2607;KwaZulu-Natal;Ezakheni Section D;Ezakheni;3381;grocery_store;regional;-28.60000;29.90000
pickup_point_1563;KwaZulu-Natal;Pinetown;Pinetown;3600;grocery_store;main;-29.80000;30.80000
pickup_point_1396;KwaZulu-Natal;Clermont;Pinetown;3602;grocery_store;regional;-29.70000;30.90000
pickup_point_41;KwaZulu-Natal;Hillcrest;Hillcrest;3610;retail_store;main;-29.70000;30.80000
pickup_point_50;KwaZulu-Natal;Gillitts;Pinetown;3610;retail_store;main;-29.70000;30.70000
pickup_point_148;KwaZulu-Natal;Pinetown;Durban;3610;grocery_store;main;-29.80000;30.80000
pickup_point_317;KwaZulu-Natal;Hillcrest;Hillcrest;3610;retail_store;main;-29.70000;30.70000
pickup_point_346;KwaZulu-Natal;Westville;Durban ;3610;animal_store;main;-29.80000;30.90000
pickup_point_352;KwaZulu-Natal;Hillcrest;Durban;3610;animal_store;main;-29.70000;30.80000
pickup_point_803;KwaZulu-Natal;Hillcrest;Pinetown;3610;grocery_store;main;-29.70000;30.70000
pickup_point_1113;KwaZulu-Natal;Waterfall;Waterfall;3610;grocery_store;regional;-29.70000;30.80000
pickup_point_1125;KwaZulu-Natal;Waterfall;Waterfall;3610;animal_store;main;-29.70000;30.80000
pickup_point_1559;KwaZulu-Natal;Hillcrest;Hilcrest;3610;grocery_store;main;-29.70000;30.70000
pickup_point_1773;Kwazulu-Natal;Caversham Glen;Pinetown;3610;grocery_store;main;-29.80000;30.80000
pickup_point_2061;KwaZulu-Natal;New Germany;Pinetown;3610;grocery_store;main;-29.80000;30.80000
pickup_point_2142;KwaZulu-Natal;New Germany;New Germany;3610;grocery_store;main;-29.80000;30.80000
pickup_point_2252;KwaZulu-Natal;Bothas Hill;Hillcrest;3610;grocery_store;main;-29.70000;30.70000
pickup_point_2317;KwaZulu-Natal;New Germany;Pinetown;3610;spaza_store;main;-29.80000;30.80000
pickup_point_2418;KwaZulu-Natal;Pinetown;Pinetown;3610;retail_store;main;-29.80000;30.80000
pickup_point_3085;KwaZulu-Natal;Sithundu Hill;Pinetown;3610;grocery_store;regional;-29.80000;30.80000
pickup_point_3206;KwaZulu-Natal;Hilldene;Pinetown;3610;grocery_store;main;-29.70000;30.70000
pickup_point_3272;KwaZulu-Natal;Hillcrest;Hillcrest;3610;retail_store;main;-29.70000;30.70000
pickup_point_3278;KwaZulu-Natal;Kloof;Durban;3610;retail_store;main;-29.70000;30.80000
pickup_point_1206;KwaZulu-Natal;New Germany;Pinetown;3620;musica;main;-29.80000;30.80000
pickup_point_2219;KwaZulu-Natal;Westville;Durban;3629;grocery_store;main;-29.80000;30.90000
pickup_point_2315;KwaZulu-Natal;Westville;Westville;3629;spaza_store;main;-29.80000;30.90000
pickup_point_2386;KwaZulu-Natal;Westville;Durban;3629;retail_store;main;-29.80000;30.90000
pickup_point_3267;KwaZulu-Natal;Westville;Durban;3629;retail_store;main;-29.80000;30.90000
pickup_point_3349;KwaZulu-Natal;Westville;Durban;3629;retail_store;main;-29.80000;30.90000
pickup_point_3461;Kwazulu-Natal;Westville;Durban;3629;grocery_store;main;-29.80000;30.90000
pickup_point_542;KwaZulu-Natal;Westville;Durban;3630;pharmacy;main;-29.80000;30.90000
pickup_point_1568;KwaZulu-Natal;Westville;Durban;3630;grocery_store;main;-29.80000;30.90000
pickup_point_1168;KwaZulu-Natal;Kloof;Durban;3640;retail_store;main;-29.70000;30.80000
pickup_point_62;KwaZulu-Natal;Hillcrest;Pinetown;3650;retail_store;main;-29.70000;30.70000
pickup_point_3406;Kwazulu-Natal;Cato Ridge;Cato Ridge;3680;grocery_store;regional;-29.70000;30.60000
pickup_point_40;KwaZulu-Natal;Hammarsdale;Mpumalanga;3699;retail_store;regional;-29.80000;30.60000
pickup_point_2828;KwaZulu-Natal;Mid Illovo;Mid Illovo;3750;grocery_store;regional;-30.00000;30.80000
pickup_point_707;KwaZulu-Natal;Richmond;Richmond;3780;grocery_store;regional;-29.80000;30.20000
pickup_point_2534;KwaZulu-Natal;Eshowe;Eshowe;3815;petrol_station;regional;-28.80000;31.40000
pickup_point_3355;KwaZulu-Natal;Eshowe;Eshowe;3815;retail_store;regional;-28.80000;31.40000
pickup_point_431;KwaZulu-Natal;Melmoth;Melmoth;3835;petrol_station;regional;-28.50000;31.40000
pickup_point_35;KwaZulu-Natal;Ulundi;Ulundi;3838;retail_store;regional;-28.30000;31.40000
pickup_point_105;KwaZulu-Natal;Ulundi;Ulundi;3838;musica;regional;-28.20000;31.40000
pickup_point_1212;KwaZulu-Natal;Ulundi;Ulundi;3838;musica;main;-28.30000;31.30000
pickup_point_3197;KwaZulu-Natal;Ulundi;Ulundi;3838;grocery_store;regional;-28.20000;31.40000
pickup_point_808;KwaZulu-Natal;Nkandla;Nkandla;3855;grocery_store;regional;-28.60000;31.00000
pickup_point_1087;KwaZulu-Natal;Ceza;Ulundi;3866;grocery_store;regional;-27.90000;31.30000
pickup_point_1523;KwaZulu-Natal;Mtunzini;Mtunzini;3867;grocery_store;regional;-28.90000;31.70000
pickup_point_64;Kwazulu-Natal;Empangeni;Empangeni;3880;grocery_store;regional;-28.70000;31.80000
pickup_point_965;KwaZulu-Natal;Kuleka;Empangeni;3880;grocery_store;main;-28.70000;31.80000
pickup_point_2325;KwaZulu-Natal;Empangeni;Empangeni;3880;spaza_store;main;-28.70000;31.80000
pickup_point_2462;KwaZulu-Natal;Empangeni;Empangeni;3880;retail_store;regional;-28.70000;31.80000
pickup_point_2526;KwaZulu-Natal;Central;Empangeni;3880;animal_store;regional;-28.70000;31.80000
pickup_point_2533;KwaZulu-Natal;Empangeni;Richards Bay;3880;petrol_station;regional;-28.70000;31.80000
pickup_point_2550;KwaZulu-Natal;Empangeni;Richards Bay;3880;grocery_store;regional;-28.70000;31.80000
pickup_point_3142;KwaZulu-Natal;Fairview;Empangeni;3880;grocery_store;regional;-28.70000;31.90000
pickup_point_1331;KwaZulu-Natal;Esikhawini Seksie J;Richards Bay;3887;retail_store;regional;-28.80000;31.90000
pickup_point_2967;KwaZulu-Natal;Esikhawini J1;Esikhawini;3887;grocery_store;regional;-28.80000;31.90000
pickup_point_1857;KwaZulu-Natal;Richards Bay;Richards Bay;3900;pharmacy;regional;-28.70000;32.00000
pickup_point_2327;KwaZulu-Natal;Richards Bay;Richards Bay;3900;spaza_store;regional;-28.70000;32.00000
pickup_point_2484;KwaZulu-Natal;Richards Bay;Richards Bay;3900;retail_store;regional;-28.70000;32.00000
pickup_point_2965;KwaZulu-Natal;Richards Bay;Richards Bay;3900;retail_store;regional;-28.70000;32.00000
pickup_point_3076;KwaZulu-Natal;Meer En See;Richards Bay;3901;grocery_store;regional;-28.70000;32.10000
pickup_point_3358;KwaZulu-Natal;Meer En See;Richards Bay;3901;retail_store;regional;-28.70000;32.10000
pickup_point_135;KwaZulu-Natal;Mtubatuba;Mtubatuba;3935;grocery_store;regional;-28.40000;32.10000
pickup_point_1211;KwaZulu-Natal;Mtubatuba;Mtubatuba;3935;musica;regional;-28.40000;32.10000
pickup_point_1415;KwaZulu-Natal;Mtubatuba;Mtubatuba;3935;grocery_store;regional;-28.40000;32.10000
pickup_point_2528;KwaZulu-Natal;Mtubatuba;Mtubatuba;3935;petrol_station;regional;-28.40000;32.10000
pickup_point_3286;KwaZulu-Natal;Mtubatuba;Mtubatuba;3935;retail_store;regional;-28.40000;32.10000
pickup_point_815;KwaZulu-Natal;Nongoma;Nongoma;3950;pharmacy;regional;-27.90000;31.60000
pickup_point_874;KwaZulu-Natal;Nongoma;Nongoma;3950;retail_store;regional;-27.90000;31.60000
pickup_point_1216;KwaZulu-Natal;Nongoma;Mahlabatini;3950;musica;main;-27.90000;31.60000
pickup_point_1264;KwaZulu-Natal;Kombuzi;Nongoma;3950;grocery_store;regional;-27.90000;31.60000
pickup_point_2546;KwaZulu-Natal;Nongoma;Mahlabatini;3950;petrol_station;regional;-27.90000;31.60000
pickup_point_2178;Kwazulu-Natal;Hluhluwe;Hluhluwe;3960;grocery_store;regional;-28.00000;32.20000
pickup_point_32;KwaZulu-Natal;Jozini;Jozini;3969;retail_store;regional;-27.40000;32.10000
pickup_point_1167;KwaZulu-Natal;Kwangwanase;Manguzi;3973;grocery_store;regional;-26.90000;32.70000
pickup_point_2491;KwaZulu-Natal;Kwangwanase;Lulwane;3973;grocery_store;regional;-27.00000;32.20000
pickup_point_2707;KwaZulu-Natal;Mbazwana;Mkuze;3974;grocery_store;regional;-27.40000;32.50000
pickup_point_2536;KwaZulu-Natal;Makonyeni;Jozini;3987;petrol_station;regional;-27.40000;32.10000
pickup_point_2671;KwaZulu-Natal;Ndumo;Jozini;3996;grocery_store;regional;-26.90000;32.20000
pickup_point_1026;KwaZulu-Natal;Durban;Durban;4000;grocery_store;main;-29.80000;31.00000
pickup_point_2323;KwaZulu-Natal;Durban;Durban;4000;spaza_store;main;-29.80000;31.00000
pickup_point_43;KwaZulu-Natal;Berea;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_575;KwaZulu-Natal;North Beach;Durban;4001;pharmacy;main;-29.80000;31.00000
pickup_point_715;KwaZulu-Natal;North Beach;Durban;4001;grocery_store;main;-29.80000;31.00000
pickup_point_929;KwaZulu-Natal;South Beach;Durban;4001;grocery_store;main;-29.80000;31.00000
pickup_point_1090;KwaZulu-Natal;Greyville;Durban;4001;grocery_store;regional;-29.80000;31.00000
pickup_point_1347;KwaZulu-Natal;Durban Central;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_1422;KwaZulu-Natal;Congella;Durban;4001;musica;main;-29.80000;31.00000
pickup_point_1560;KwaZulu-Natal;Durban Central;Durban;4001;grocery_store;main;-29.80000;31.00000
pickup_point_1562;KwaZulu-Natal;Musgrave;Durban;4001;grocery_store;main;-29.80000;30.90000
pickup_point_1623;KwaZulu-Natal;Morningside;Durban;4001;pharmacy;main;-29.80000;31.00000
pickup_point_1887;KwaZulu-Natal;Durban Central;Durban;4001;pharmacy;main;-29.80000;31.00000
pickup_point_2324;KwaZulu-Natal;Durban;Durban;4001;spaza_store;main;-29.80000;31.00000
pickup_point_2329;KwaZulu-Natal;Greyville;Durban;4001;spaza_store;main;-29.80000;31.00000
pickup_point_2375;KwaZulu-Natal;Berea;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_2492;KwaZulu-Natal;Glenwood;Durban;4001;grocery_store;main;-29.80000;31.00000
pickup_point_2881;KwaZulu-Natal;Berea;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_2977;KwaZulu-Natal;North Beach;Durban;4001;grocery_store;main;-29.80000;31.00000
pickup_point_3084;KwaZulu-Natal;Glenmore;Durban;4001;grocery_store;main;-29.80000;30.90000
pickup_point_3086;KwaZulu-Natal;Umgeni;Durban;4001;grocery_store;main;-29.80000;30.90000
pickup_point_3200;KwaZulu-Natal;Bulwer;Durban;4001;grocery_store;main;-29.80000;30.90000
pickup_point_3314;KwaZulu-Natal;Berea;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_3344;KwaZulu-Natal;Durban;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_3346;KwaZulu-Natal;South Beach;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_3348;KwaZulu-Natal;Durban;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_3359;KwaZulu-Natal;Durban;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_3443;KwaZulu-Natal;Durban;Durban;4001;retail_store;main;-29.80000;31.00000
pickup_point_234;KwaZulu-Natal;Montclair;Durban;4004;retail_store;regional;-29.90000;30.90000
pickup_point_3350;KwaZulu-Natal;Montclair;Durban;4004;retail_store;regional;-29.90000;30.90000
pickup_point_1627;KwaZulu-Natal;Durban North;Durban;4016;grocery_store;main;-29.70000;31.00000
pickup_point_3435;KwaZulu-Natal;Durban North;Durban;4016;retail_store;main;-29.70000;31.00000
pickup_point_1578;Kwazulu-Natal;Umlazi;Umlazi;4031;grocery_store;main;-29.90000;30.80000
pickup_point_2868;KwaZulu-Natal;Umlazi;Umlazi;4031;spaza_store;main;-29.90000;30.90000
pickup_point_1558;KwaZulu-Natal;Bluff;Durban;4036;grocery_store;main;-29.90000;30.90000
pickup_point_1329;KwaZulu-Natal;New Dawn Park;Marble Ray;4037;retail_store;main;-29.70000;30.90000
pickup_point_1624;KwaZulu-Natal;Newlands East;Marble Ray;4037;grocery_store;main;-29.70000;30.90000
pickup_point_1966;KwaZulu-Natal;Earlsfield;Marble Ray;4037;retail_store;main;-29.70000;30.90000
pickup_point_347;KwaZulu-Natal;Durban ;Durban ;4051;animal_store;main;-29.70000;31.00000
pickup_point_916;KwaZulu-Natal;Durban North;Durban;4051;grocery_store;main;-29.70000;31.00000
pickup_point_938;KwaZulu-Natal;Durban North;Durban;4051;grocery_store;main;-29.70000;31.00000
pickup_point_1561;KwaZulu-Natal;La Lucia;Durban North;4051;grocery_store;main;-29.70000;31.00000
pickup_point_2094;Kwazulu-Natal;Kwa Mashu;Durban;4051;grocery_store;main;-29.70000;31.00000
pickup_point_2429;KwaZulu-Natal;La Lucia;Durban;4051;retail_store;main;-29.70000;31.00000
pickup_point_2622;KwaZulu-Natal;Avoca;Durban North;4051;grocery_store;main;-29.70000;31.00000
pickup_point_2822;KwaZulu-Natal;La Lucia;Durban North;4051;musica;main;-29.70000;31.00000
pickup_point_2904;KwaZulu-Natal;Umgeni Park;Durban North;4051;grocery_store;main;-29.80000;31.00000
pickup_point_2933;KwaZulu-Natal;Durban North;Durban;4051;grocery_store;main;-29.70000;31.00000
pickup_point_2945;KwaZulu-Natal;Glenhills;Durban North;4051;grocery_store;main;-29.70000;31.00000
pickup_point_2983;KwaZulu-Natal;Park Hill;Durban North;4051;grocery_store;main;-29.70000;31.00000
pickup_point_3285;KwaZulu-Natal;Glenashley;Durban;4051;retail_store;main;-29.70000;31.00000
pickup_point_269;KwaZulu-Natal;Wentworth;Durban;4052;retail_store;main;-29.90000;30.90000
pickup_point_875;KwaZulu-Natal;Ocean View;Durban;4052;grocery_store;main;-29.90000;31.00000
pickup_point_1491;KwaZulu-Natal;Bluff;Durban;4052;retail_store;main;-29.90000;31.00000
pickup_point_2003;KwaZulu-Natal;Bluff;Durban;4052;musica;main;-29.90000;31.00000
pickup_point_2141;KwaZulu-Natal;Bluff;Durban;4052;grocery_store;main;-29.90000;31.00000
pickup_point_2473;KwaZulu-Natal;Bluff;Durban;4052;retail_store;main;-29.90000;31.00000
pickup_point_2910;KwaZulu-Natal;Jacobs;Durban;4052;grocery_store;main;-29.90000;30.90000
pickup_point_3207;KwaZulu-Natal;Grosvenor;Durban;4052;grocery_store;main;-29.90000;31.00000
pickup_point_3301;KwaZulu-Natal;Fynnland;Durban;4052;musica;main;-29.90000;31.00000
pickup_point_1085;KwaZulu-Natal;Malvern;Queensburgh;4055;grocery_store;regional;-29.80000;30.90000
pickup_point_3254;KwaZulu-Natal;Musgrave;Durban;4062;retail_store;main;-29.80000;30.90000
pickup_point_26;KwaZulu-Natal;Umlazi;Durban;4066;retail_store;main;-29.90000;30.90000
pickup_point_63;KwaZulu-Natal;Umlazi;Umlazi;4066;retail_store;main;-29.90000;30.80000
pickup_point_1205;KwaZulu-Natal;Umlazi;Umlazi;4066;musica;main;-29.90000;30.80000
pickup_point_2102;KwaZulu-Natal;Umlazi;Durban;4066;grocery_store;main;-29.90000;30.80000
pickup_point_2105;KwaZulu-Natal;Umlazi Section L;Umlazi;4066;grocery_store;main;-29.90000;30.80000
pickup_point_2107;KwaZulu-Natal;Umlazi N;Umlazi;4066;grocery_store;main;-29.90000;30.80000
pickup_point_2120;KwaZulu-Natal;Umlazi J section;Umlazi;4066;grocery_store;main;-29.90000;30.80000
pickup_point_2127;KwaZulu-Natal;Umlazi Section Z;Umlazi;4066;grocery_store;main;-29.90000;30.80000
pickup_point_2314;KwaZulu-Natal;Umlazi;Umlazi;4066;spaza_store;main;-29.90000;30.90000
pickup_point_2498;KwaZulu-Natal;Umlazi;Durban;4066;grocery_store;main;-29.90000;30.90000
pickup_point_3155;KwaZulu-Natal;Umlazi Section V;Umlazi;4066;grocery_store;main;-29.90000;30.90000
pickup_point_3227;KwaZulu-Natal;Umlazi;Durban;4066;retail_store;main;-29.90000;30.90000
pickup_point_1263;KwaZulu-Natal;Overport;Durban;4067;grocery_store;regional;-29.80000;31.00000
pickup_point_1337;KwaZulu-Natal;Overport;Durban;4067;retail_store;main;-29.80000;30.90000
pickup_point_3018;KwaZulu-Natal;Overport;Berea;4067;grocery_store;main;-29.80000;30.90000
pickup_point_1242;KwaZulu-Natal;Phoenix;Durban;4068;pharmacy;main;-29.60000;31.00000
pickup_point_1243;KwaZulu-Natal;Phoenix;Durban;4068;pharmacy;main;-29.70000;30.90000
pickup_point_1244;KwaZulu-Natal;Phoenix;Durban;4068;pharmacy;regional;-29.60000;31.00000
pickup_point_1618;KwaZulu-Natal;Phoenix;Durban;4068;pharmacy;main;-29.70000;30.90000
pickup_point_2109;KwaZulu-Natal;Lenham;Phoenix;4068;grocery_store;main;-29.60000;30.90000
pickup_point_2136;KwaZulu-Natal;Phoenix;Durban;4068;grocery_store;regional;-29.70000;30.90000
pickup_point_2506;KwaZulu-Natal;Whetstone;Phoenix;4068;grocery_store;main;-29.70000;30.90000
pickup_point_3276;KwaZulu-Natal;Phoenix;Durban;4068;retail_store;main;-29.70000;31.00000
pickup_point_855;KwaZulu-Natal;Red Hill;Durban North;4071;animal_store;main;-29.70000;31.00000
pickup_point_3251;KwaZulu-Natal;Rossburgh;Durban;4072;retail_store;main;-29.80000;30.90000
pickup_point_2939;KwaZulu-Natal;Umbilo;Durban;4075;retail_store;main;-29.80000;30.90000
pickup_point_3336;Kwazulu-Natal;Chatsworth;Durban;4084;grocery_store;regional;-29.90000;30.90000
pickup_point_1584;KwaZulu-Natal;Umlazi E4;Umlazi;4089;grocery_store;main;-29.90000;30.90000
pickup_point_1585;Kwazulu-Natal;Umlazi E4;Umlazi;4089;grocery_store;main;-29.90000;30.90000
pickup_point_1586;KwaZulu-Natal;Umlazi E4;Umlazi;4089;grocery_store;main;-29.90000;30.90000
pickup_point_2101;KwaZulu-Natal;Umlazi AA;Umlazi;4089;grocery_store;main;-29.90000;30.80000
pickup_point_2103;KwaZulu-Natal;Umlazi C;Umlazi;4089;grocery_store;main;-29.90000;30.80000
pickup_point_2115;KwaZulu-Natal;Umlazi E4;Umlazi;4089;grocery_store;main;-29.90000;30.90000
pickup_point_1015;KwaZulu-Natal;Reservoir Hills;Durban;4090;grocery_store;main;-29.80000;30.90000
pickup_point_7;KwaZulu-Natal;Reservoir Hills;Durban;4091;retail_store;main;-29.80000;30.90000
pickup_point_1421;KwaZulu-Natal;Sparks;Durban;4091;musica;main;-29.80000;30.90000
pickup_point_1565;KwaZulu-Natal;Springfield;Durban;4091;grocery_store;main;-29.80000;30.90000
pickup_point_2007;KwaZulu-Natal;Springfield;Durban;4091;musica;main;-29.80000;30.90000
pickup_point_2496;KwaZulu-Natal;Reservoir Hills;Durban;4091;grocery_store;main;-29.80000;30.90000
pickup_point_3270;KwaZulu-Natal;Sherwood;Durban;4091;retail_store;main;-29.80000;30.90000
pickup_point_1083;KwaZulu-Natal;Crossmoor;Chatsworth;4092;grocery_store;regional;-29.80000;30.80000
pickup_point_1814;KwaZulu-Natal;Chatsworth;Durban;4092;pharmacy;main;-29.90000;30.80000
pickup_point_2248;KwaZulu-Natal;Umhlatuzana;Chatsworth;4092;grocery_store;main;-33.90000;25.50000
pickup_point_2316;KwaZulu-Natal;Westcliff;Durban;4092;spaza_store;main;-29.90000;30.80000
pickup_point_3347;KwaZulu-Natal;Chatsworth;Durban;4092;retail_store;regional;-29.90000;30.80000
pickup_point_3407;KwaZulu-Natal;Chatsworth;Durban;4092;retail_store;regional;-29.90000;30.80000
pickup_point_42;KwaZulu-Natal;Queensburgh;Durban;4093;retail_store;main;-29.80000;30.90000
pickup_point_949;KwaZulu-Natal;Shallcross;Durban;4093;retail_store;main;-29.80000;30.80000
pickup_point_3292;KwaZulu-Natal;Queensburgh;Durban;4093;retail_store;main;-29.80000;30.90000
pickup_point_147;KwaZulu-Natal;Rossburgh;Rossburgh;4094;grocery_store;main;-29.80000;30.90000
pickup_point_3323;KwaZulu-Natal;Rossburgh;Durban;4094;grocery_store;main;-29.80000;30.90000
pickup_point_1383;KwaZulu-Natal;Prospecton Ind;Durban;4110;retail_store;main;-29.90000;30.90000
pickup_point_812;KwaZulu-Natal;Amanzimtoti;Durban;4125;grocery_store;main;-30.00000;30.80000
pickup_point_1704;KwaZulu-Natal;Amanzimtoti;Durban;4125;pharmacy;main;-30.00000;30.80000
pickup_point_2309;KwaZulu-Natal;Amanzimtoti;Durban;4125;spaza_store;main;-30.00000;30.80000
pickup_point_227;KwaZulu-Natal;Amanzimtoti;Amanzimtoti;4126;grocery_store;main;-30.00000;30.80000
pickup_point_280;KwaZulu-Natal;Umbogintwini;Durban;4126;retail_store;main;-30.00000;30.90000
pickup_point_351;KwaZulu-Natal;Umbogintwini;Amanzimtoti;4126;animal_store;main;-30.00000;30.80000
pickup_point_1566;KwaZulu-Natal;Amanzimtoti;Durban;4126;grocery_store;main;-30.00000;30.90000
pickup_point_2711;KwaZulu-Natal;Doonside;Amanzimtoti;4126;grocery_store;main;-30.00000;30.80000
pickup_point_2712;KwaZulu-Natal;Amanzimtoti;Durban;4126;grocery_store;main;-30.00000;30.80000
pickup_point_2832;KwaZulu-Natal;Athlone Park;Amanzimtoti;4126;grocery_store;main;-30.00000;30.90000
pickup_point_3057;KwaZulu-Natal;Amanzimtoti;Durban;4126;retail_store;main;-30.00000;30.90000
pickup_point_3233;KwaZulu-Natal;Umbogintwini;Amanzimtoti;4126;retail_store;main;-30.00000;30.80000
pickup_point_1318;KwaZulu-Natal;Isipingo rail;Durban;4133;grocery_store;main;-29.90000;30.90000
pickup_point_2896;KwaZulu-Natal;Isipingo;Isipingo;4133;grocery_store;main;-29.90000;30.90000
pickup_point_2532;KwaZulu-Natal;Seadoone;Amanzimtoti;4141;retail_store;main;-30.00000;30.80000
pickup_point_3345;KwaZulu-Natal;Winklespruit;Kingsburgh;4145;retail_store;main;-30.00000;30.80000
pickup_point_2135;KwaZulu-Natal;Umlazi H1;Umlazi;4148;grocery_store;regional;-29.90000;30.80000
pickup_point_266;KwaZulu-Natal;Craigieburn;Craigieburn;4170;retail_store;regional;-30.20000;30.70000
pickup_point_2551;KwaZulu-Natal;Umkomaas;Umkomaas;4170;grocery_store;regional;-30.20000;30.70000
pickup_point_384;KwaZulu-Natal;Scottburgh;Durban;4180;grocery_store;regional;-30.30000;30.60000
pickup_point_2131;KwaZulu-Natal;Scottburgh;Scottburgh;4180;grocery_store;regional;-30.20000;30.70000
pickup_point_2515;KwaZulu-Natal;Scottburgh;Scottburgh;4180;retail_store;regional;-30.20000;30.70000
pickup_point_1633;Kwazulu-Natal;Pennington;Scottburgh;4184;grocery_store;regional;-30.30000;30.60000
pickup_point_1311;KwaZulu-Natal;Mtwalume;Durban;4186;animal_store;regional;-30.40000;30.60000
pickup_point_2180;KwaZulu-Natal;Umzinto;Umzinto;4200;grocery_store;regional;-30.30000;30.60000
pickup_point_2211;KwaZulu-Natal;Umzinto;Umzinto;4200;grocery_store;regional;-30.30000;30.60000
pickup_point_2800;KwaZulu-Natal;Umtentweni;Umtentweni;4235;grocery_store;regional;-30.70000;30.40000
pickup_point_1076;KwaZulu-Natal;Port Shepstone;Port Shepstone;4240;grocery_store;regional;-30.70000;30.40000
pickup_point_2313;KwaZulu-Natal;Port Shepstone;Port Shepstone;4240;spaza_store;main;-30.70000;30.40000
pickup_point_2503;KwaZulu-Natal;Port Shepstone;Port Shepstone;4240;retail_store;regional;-30.70000;30.40000
pickup_point_3130;KwaZulu-Natal;Port Shepstone;Port Shepstone;4240;grocery_store;regional;-30.70000;30.40000
pickup_point_3139;KwaZulu-Natal;Oslo Beach;Ports Shepstone;4240;grocery_store;regional;-30.70000;30.40000
pickup_point_3131;KwaZulu-Natal;Sea Park;Port Shepstone;4241;grocery_store;regional;-30.60000;30.40000
pickup_point_2334;KwaZulu-Natal;Izingolweni;Port Shepstone;4260;grocery_store;regional;-30.70000;30.10000
pickup_point_1864;KwaZulu-Natal;Shelly Beach;Shelly Beach;4265;pharmacy;regional;-30.80000;30.40000
pickup_point_2407;KwaZulu-Natal;Shelly Beach;Margate;4265;retail_store;regional;-30.80000;30.40000
pickup_point_3236;KwaZulu-Natal;Shelly Beach;Margate;4265;retail_store;regional;-30.70000;30.40000
pickup_point_2880;KwaZulu-Natal;Uvongo;Uvongo;4270;grocery_store;regional;-30.80000;30.30000
pickup_point_279;KwaZulu-Natal;Margate;Margate;4275;grocery_store;regional;-30.80000;30.30000
pickup_point_2150;KwaZulu-Natal;Trafalgar;Margate;4275;grocery_store;regional;-30.90000;30.20000
pickup_point_2521;KwaZulu-Natal;Margate;Margate;4275;retail_store;regional;-30.80000;30.30000
pickup_point_3110;KwaZulu-Natal;Margate;Margate;4275;grocery_store;regional;-30.80000;30.30000
pickup_point_800;KwaZulu-Natal;Margate;Margate;4276;grocery_store;regional;-30.80000;30.30000
pickup_point_3117;KwaZulu-Natal;Manaba Beach;Margate;4276;grocery_store;regional;-30.80000;30.30000
pickup_point_130;KwaZulu-Natal;Glenmore Beach;Port Edward;4278;grocery_store;regional;-31.00000;30.20000
pickup_point_1013;KwaZulu-Natal;Ramsgate;Margate;4285;grocery_store;main;-30.80000;30.30000
pickup_point_1254;KwaZulu-Natal;Port Edward;Port Edward;4295;retail_store;regional;-31.00000;30.20000
pickup_point_991;KwaZulu-Natal;Mount Edgecombe;Mount Edgecombe;4300;grocery_store;main;-29.70000;31.00000
pickup_point_2716;KwaZulu-Natal;Blackburn Estate;Blackburn;4300;grocery_store;main;-29.70000;31.00000
pickup_point_246;KwaZulu-Natal;Mount Edgecombe;Mount Edgecombe;4302;retail_store;main;-29.70000;31.00000
pickup_point_1423;KwaZulu-Natal;Mount Edgecombe;Mount Edgecombe;4302;musica;main;-29.70000;31.00000
pickup_point_1479;KwaZulu-Natal;Mount Edgecombe;Phoenix;4302;retail_store;main;-29.70000;31.00000
pickup_point_1582;KwaZulu-Natal;Inanda;Inanda;4309;grocery_store;main;-29.60000;30.90000
pickup_point_1972;KwaZulu-Natal;Newtown;Inanda;4309;grocery_store;main;-29.70000;30.90000
pickup_point_2602;KwaZulu-Natal;Emachobeni;Inanda;4309;grocery_store;main;-29.70000;30.90000
pickup_point_595;KwaZulu-Natal;Newtown;Inanda;4310;pharmacy;main;-29.70000;30.90000
pickup_point_14;KwaZulu-Natal;Umhlanga Ridge;Umhlanga;4319;retail_store;main;-29.70000;31.00000
pickup_point_350;KwaZulu-Natal;Umhlanga ;Umhlanga;4319;animal_store;main;-29.70000;31.00000
pickup_point_908;KwaZulu-Natal;Umhlanga;Durban;4319;animal_store;main;-29.70000;31.00000
pickup_point_977;KwaZulu-Natal;Umhlanga Ridge;Umhlanga;4319;musica;main;-29.70000;31.00000
pickup_point_1269;KwaZulu-Natal;Umhlanga Ridge;Umhlanga;4319;grocery_store;main;-29.70000;31.00000
pickup_point_1431;KwaZulu-Natal;Umhlanga Ridge;Umhlanga Rocks;4319;retail_store;main;-29.70000;31.00000
pickup_point_1567;KwaZulu-Natal;Umhlanga Ridge;Umhlanga Rocks;4319;grocery_store;main;-29.70000;31.00000
pickup_point_1780;KwaZulu-Natal;Umhlanga Ridge;Umhlanga Rocks;4319;grocery_store;main;-29.70000;31.00000
